1,00000000000000000000000000000000,00000000000000000000000000000000
1,00000000000000000000000000000000,10000000000000000000000000000000
1,00000000000000000000000000000000,01111111100000000000000000000000
1,00000000000000000000000000000000,11111111100000000000000000000000
1,00000000000000000000000000000000,01111111100000000000000000000001
1,00000000000000000000000000000000,11111111100000000000000000000001
1,00000000000000000000000000000000,01111111011111111111111111111111
1,00000000000000000000000000000000,11111111011111111111111111111111
1,10000000000000000000000000000000,00000000000000000000000000000000
1,10000000000000000000000000000000,10000000000000000000000000000000
1,10000000000000000000000000000000,01111111100000000000000000000000
1,10000000000000000000000000000000,11111111100000000000000000000000
1,10000000000000000000000000000000,01111111100000000000000000000001
1,10000000000000000000000000000000,11111111100000000000000000000001
1,10000000000000000000000000000000,01111111011111111111111111111111
1,10000000000000000000000000000000,11111111011111111111111111111111
1,01111111100000000000000000000000,00000000000000000000000000000000
1,01111111100000000000000000000000,10000000000000000000000000000000
1,01111111100000000000000000000000,01111111100000000000000000000000
1,01111111100000000000000000000000,11111111100000000000000000000000
1,01111111100000000000000000000000,01111111100000000000000000000001
1,01111111100000000000000000000000,11111111100000000000000000000001
1,01111111100000000000000000000000,01111111011111111111111111111111
1,01111111100000000000000000000000,11111111011111111111111111111111
1,11111111100000000000000000000000,00000000000000000000000000000000
1,11111111100000000000000000000000,10000000000000000000000000000000
1,11111111100000000000000000000000,01111111100000000000000000000000
1,11111111100000000000000000000000,11111111100000000000000000000000
1,11111111100000000000000000000000,01111111100000000000000000000001
1,11111111100000000000000000000000,11111111100000000000000000000001
1,11111111100000000000000000000000,01111111011111111111111111111111
1,11111111100000000000000000000000,11111111011111111111111111111111
1,01111111100000000000000000000001,00000000000000000000000000000000
1,01111111100000000000000000000001,10000000000000000000000000000000
1,01111111100000000000000000000001,01111111100000000000000000000000
1,01111111100000000000000000000001,11111111100000000000000000000000
1,01111111100000000000000000000001,01111111100000000000000000000001
1,01111111100000000000000000000001,11111111100000000000000000000001
1,01111111100000000000000000000001,01111111011111111111111111111111
1,01111111100000000000000000000001,11111111011111111111111111111111
1,11111111100000000000000000000001,00000000000000000000000000000000
1,11111111100000000000000000000001,10000000000000000000000000000000
1,11111111100000000000000000000001,01111111100000000000000000000000
1,11111111100000000000000000000001,11111111100000000000000000000000
1,11111111100000000000000000000001,01111111100000000000000000000001
1,11111111100000000000000000000001,11111111100000000000000000000001
1,11111111100000000000000000000001,01111111011111111111111111111111
1,11111111100000000000000000000001,11111111011111111111111111111111
1,01111111011111111111111111111111,00000000000000000000000000000000
1,01111111011111111111111111111111,10000000000000000000000000000000
1,01111111011111111111111111111111,01111111100000000000000000000000
1,01111111011111111111111111111111,11111111100000000000000000000000
1,01111111011111111111111111111111,01111111100000000000000000000001
1,01111111011111111111111111111111,11111111100000000000000000000001
1,01111111011111111111111111111111,01111111011111111111111111111111
1,01111111011111111111111111111111,11111111011111111111111111111111
1,11111111011111111111111111111111,00000000000000000000000000000000
1,11111111011111111111111111111111,10000000000000000000000000000000
1,11111111011111111111111111111111,01111111100000000000000000000000
1,11111111011111111111111111111111,11111111100000000000000000000000
1,11111111011111111111111111111111,01111111100000000000000000000001
1,11111111011111111111111111111111,11111111100000000000000000000001
1,11111111011111111111111111111111,01111111011111111111111111111111
1,11111111011111111111111111111111,11111111011111111111111111111111
1,01100100001011011101100100100110,10010000010101111011110100111011
0,01100010101011101101010001100010,10101001101011010011110011100100
0,01101101101001101010110010001110,00000000000101100010100110011011
1,01111011011101100001111101111011,01100101010110011011001000100000
1,11110001010010000100110111100100,00010001100111010001010111000011
1,01110001101011100110010011010110,11101111010001100000111000011001
1,01010111101110100011110011011100,01000101011111111011100100100010
1,10011110100100100111101111011011,01110101010100110001001100010111
1,01000101000011011111100001011000,11000100000100101000001001110011
1,00100001101010110000100010111000,11100110101000010100000001111000
1,01001001011001111010110011111110,01010000001000010101110011100010
1,10011000011100001110010010111101,00010111011100101100000110000111
1,11000010101011001111000001111101,00111011010101111110110100101011
1,11100011010010110010000001000100,11000011101110111101000010010001
1,01000100111100000011001110000110,01011100000111100000111111100101
1,11001011001010000011010101011011,01100111010101010001010011001011
1,10011010110101100100100101000000,01110111101100101101100010011111
1,11011100001101111001001101111110,10110101101010001111110000101100
1,00100110000000100011001100000011,00111010101000101111010110000000
1,11011100010000111000100010000000,01111111100000000000000000000000
1,00110011010100001000101111010110,10100110100101011111011000101100
1,01101110110101111100011111110011,00011011111100101001000001100001
1,00010011110110101110011101100111,00000110011110000101110010010010
1,01010010110011001010101110010011,10111101100010000100011111101100
1,10101001000101110110000101100001,01110000010011001001010011010011
1,10011000110101010110101011100111,00001011100100000010011001110110
1,11110010001110001000010101011101,10000111101101000111110101011111
1,10001101100001011000110000101001,10011100101110101000110001010100
1,11001111000110011011110000100100,10101011111011001100010101100111
1,00000011110100101001110001110010,10000110110001000110000000101011
0,01001011010101111011101001001110,01011101111001001101100100110010
1,11111111100000000000000000000000,00011011001011110001010001100001
1,10111111100001111010010000110000,11011100010010100010111100101000
0,10011101010001001100000111100000,11000011111001011100000001001111
0,00001011000101101100111000111011,00001011110101100100001110001101
1,11011110011010110010000110110101,11001101101011001101001011101111
1,11111111100000000000000000000000,00011110000010110100011001100110
0,10000110000100100011110000010100,10000010100101011110100100110100
0,11111111100000000000000000000000,00000000000000000000000000000000
1,10100101101010000001111111011111,00010100110100110101011000101111
1,01011011110001011000101001101101,01100000111001011101010001100010
0,01010010111000111000011111001000,11100000010110101011110001110000
1,10010111010111100110100100111101,11110010001000110001110010010100
1,10000110111101011011011111011110,00100111101100001101011110011100
1,10011001001001110100101011100000,11100010011110011011110101011100
1,10100010001010001010101100010111,10000101111110100100110110000000
1,10011111000001000100000101001001,00011111101010110110101111100101
0,01001111111011001011101000100011,11101010000111100111000001001100
0,00101000010000000000110001011100,01100010000000000001011001111010
1,01001101110001100001100000111111,00001010111100100001111101100001
1,00010100111111111011100001010010,10001110101111110100110011101110
1,10101111110001010100100011111101,10010110001001110111001101111010
1,01111111100000000110011111000100,11001000101011001001000100101111
1,10110011100101110000101100111011,00100100111100010011101101011101
1,11000111111000001111010010111001,10010111000000111000011101110101
1,11100001000001000001101001000001,10000000000000000000000000000000
1,00101010000000101101001110011001,00111010101011111011010111001000
1,10000000000000000000000000000000,00010001101110100101100101010110
1,01101000101011001011100000110110,11111111011111111111111111111111
1,10001010111110111110110000110001,11010000010000100001001101001101
0,10101001100010110111011000000110,11110111100010101101000010111100
1,00000000000000000000000000000000,00011011110101101010001000010000
1,10111101111011011000010111001001,10101111001100100000110100001000
0,01110111010110001010010111111011,11001001100100001001001000111011
1,00101000000111111011011001000001,11010100101101101111001000100101
0,00100110001011000000000110000010,01000101000100101100111011111111
1,11101111111101110111111111110000,01111111011111111111111111111111
1,00110011011001101111100000000101,00101111010101101011001100111000
1,00111000001110101001001101111010,10000000000000000000000000000000
1,10001110110000011010110110000010,11011011100011110001001001000001
1,01000000110000111110100000011101,11100111100101011010101010110110
1,10001010111011100100100000111101,11100011111001000101111010011001
0,10101000010110111110000010101010,10101000110110101111001111010011
1,10111001011110010010001001111110,11110010000001000101011011110101
1,01000100001000000111110101000011,00000111001110010101010000010100
1,00010000000011001100110000111110,10110110100100010101011000010111
1,00011111100101111101001100000111,11001011000100101011111110110101
1,10111010010100000101100110101110,10101011111111110010101010001011
0,11101001001011001011101010011101,10011001100101110111111111000001
1,11001000010101001010001100100110,11111111101101100010000001010110
1,10111101010100100100010001111010,10001001111111111100000101011010
1,11101111000101001100011101011100,10001000111111001001111001000110
1,10111100110011011101011000100100,11010001000110010101011010101100
1,11110011010110001000001010101011,01001000001111101110011010100000
1,00100001100011110100111111000100,00101101111001111100000110111010
1,00010010111010110001011001011101,00000000001010010001010010000100
1,00010100111111100110101011101010,10111001011111000110000010001010
1,01011100000000011000001011101001,11110000011110000110101000100110
1,10111011100010000010100110000100,10001010101101101010000010010101
1,01101011101000000101100000101011,11111110001000001100101101110001
1,11110000000001011100111111000011,01111111111110010000111010111010
1,00000100111111111101010110110101,11111111100000000000000000000000
1,00001011001011101010001001101101,01010011000100011001001100101000
1,11100000111110001110000101110100,10110011100111111100010010101001
1,10000000000000000000000000000000,10100001100111101101010110111100
1,01100000101000111001000111111010,11101001100010101000010100101011
1,01000111001010111011000010011000,01111111100101011000101110110011
1,10101110001001100100010011001001,11001000000000111011011001111011
1,01000001100111000010001111110110,10010101100000101100001010011001
1,01010000011011001110101010000010,10000111101101100011101010111101
1,11011011101011000111001011011100,10011011111111001010101001001011
1,01011011100101010010000100000011,00111111000000100101101010010001
1,00011111110100101100111101010001,00001001111000000100011100001110
1,11010011001000000010110111110101,10000000000000000000000000000000
1,11100010111101011111101111111110,01000010000010111100111000011010
1,10000111101110010010011111010010,10101000001100010001001010000010
1,11101111111101100110010001110100,01111111011111111111111111111111
1,11111111011111111111111111111111,11010001000100001101010110110011
1,11001110010100110010000010010010,01011001001011000010101100011100
1,11110000110110011001011011100100,00011101001100001011010100011000
1,11111111011111111111111111111111,01011100111010011010100100111110
1,01111111011110100001100100101001,01100101010100110110000010000010
1,10101110110110001001000001011111,10000001101111010111011010000011
1,00110010110011101001001100000000,01101010110100111011101111010110
1,10100110010111100110011011100100,01000100000000101100001111010010
